keyword	axis	unit	family	category	archetype
phụ lục trong luận văn là gì	thesis-section	phu-luc	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết tóm tắt luận văn	thesis-section	tom-tat-luan-van	front-back	khoa-luan-tot-nghiep	thesis-writing
tóm tắt trong luận văn là gì	thesis-section	tom-tat-luan-van	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết abstract luận văn	thesis-section	abstract	front-back	khoa-luan-tot-nghiep	thesis-writing
abstract trong luận văn là gì	thesis-section	abstract	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết lời cam đoan luận văn	thesis-section	loi-cam-doan	front-back	khoa-luan-tot-nghiep	thesis-writing
lời cam đoan trong luận văn là gì	thesis-section	loi-cam-doan	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết lời cảm ơn luận văn	thesis-section	loi-cam-on	front-back	khoa-luan-tot-nghiep	thesis-writing
lời cảm ơn trong luận văn là gì	thesis-section	loi-cam-on	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết mục lục luận văn	thesis-section	muc-luc	front-back	khoa-luan-tot-nghiep	thesis-writing
mục lục trong luận văn là gì	thesis-section	muc-luc	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết danh mục bảng biểu luận văn	thesis-section	danh-muc-bang-bieu	front-back	khoa-luan-tot-nghiep	thesis-writing
danh mục bảng biểu trong luận văn là gì	thesis-section	danh-muc-bang-bieu	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết danh mục từ viết tắt luận văn	thesis-section	danh-muc-tu-viet-tat	front-back	khoa-luan-tot-nghiep	thesis-writing
danh mục từ viết tắt trong luận văn là gì	thesis-section	danh-muc-tu-viet-tat	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết trang bìa luận văn	thesis-section	trang-bia	front-back	khoa-luan-tot-nghiep	thesis-writing
trang bìa trong luận văn là gì	thesis-section	trang-bia	front-back	khoa-luan-tot-nghiep	thesis-writing
cách viết đề cương luận văn	thesis-section	de-cuong	planning	luan-van-thac-si	thesis-writing
đề cương trong luận văn là gì	thesis-section	de-cuong	planning	luan-van-thac-si	thesis-writing
cách viết slide bảo vệ luận văn	thesis-section	slide-bao-ve	planning	luan-van-thac-si	thesis-writing
slide bảo vệ trong luận văn là gì	thesis-section	slide-bao-ve	planning	luan-van-thac-si	thesis-writing
đề tài luận văn quản trị kinh doanh	topic-list-field	quan-tri-kinh-doanh	business	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học quản trị kinh doanh	topic-list-field	quan-tri-kinh-doanh	business	khoa-luan-tot-nghiep	topic-list
đề tài luận văn marketing	topic-list-field	marketing	business	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học marketing	topic-list-field	marketing	business	khoa-luan-tot-nghiep	topic-list
đề tài luận văn kinh doanh quốc tế	topic-list-field	kinh-doanh-quoc-te	business	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học kinh doanh quốc tế	topic-list-field	kinh-doanh-quoc-te	business	khoa-luan-tot-nghiep	topic-list
đề tài luận văn thương mại điện tử	topic-list-field	thuong-mai-dien-tu	business	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học thương mại điện tử	topic-list-field	thuong-mai-dien-tu	business	khoa-luan-tot-nghiep	topic-list
đề tài luận văn quản trị nhân lực	topic-list-field	quan-tri-nhan-luc	business	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học quản trị nhân lực	topic-list-field	quan-tri-nhan-luc	business	khoa-luan-tot-nghiep	topic-list
đề tài luận văn quản trị chất lượng	topic-list-field	quan-tri-chat-luong	business	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học quản trị chất lượng	topic-list-field	quan-tri-chat-luong	business	khoa-luan-tot-nghiep	topic-list
đề tài luận văn tài chính ngân hàng	topic-list-field	tai-chinh-ngan-hang	finance	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học tài chính ngân hàng	topic-list-field	tai-chinh-ngan-hang	finance	khoa-luan-tot-nghiep	topic-list
đề tài luận văn kế toán	topic-list-field	ke-toan	finance	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học kế toán	topic-list-field	ke-toan	finance	khoa-luan-tot-nghiep	topic-list
đề tài luận văn kiểm toán	topic-list-field	kiem-toan	finance	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học kiểm toán	topic-list-field	kiem-toan	finance	khoa-luan-tot-nghiep	topic-list
đề tài luận văn tài chính doanh nghiệp	topic-list-field	tai-chinh-doanh-nghiep	finance	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học tài chính doanh nghiệp	topic-list-field	tai-chinh-doanh-nghiep	finance	khoa-luan-tot-nghiep	topic-list
đề tài luận văn bất động sản	topic-list-field	bat-dong-san	finance	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học bất động sản	topic-list-field	bat-dong-san	finance	khoa-luan-tot-nghiep	topic-list
đề tài luận văn bảo hiểm	topic-list-field	bao-hiem	finance	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học bảo hiểm	topic-list-field	bao-hiem	finance	khoa-luan-tot-nghiep	topic-list
đề tài luận văn kinh tế	topic-list-field	kinh-te	economics	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học kinh tế	topic-list-field	kinh-te	economics	khoa-luan-tot-nghiep	topic-list
đề tài luận văn kinh tế phát triển	topic-list-field	kinh-te-phat-trien	economics	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học kinh tế phát triển	topic-list-field	kinh-te-phat-trien	economics	khoa-luan-tot-nghiep	topic-list
đề tài luận văn kinh tế đầu tư	topic-list-field	kinh-te-dau-tu	economics	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học kinh tế đầu tư	topic-list-field	kinh-te-dau-tu	economics	khoa-luan-tot-nghiep	topic-list
đề tài luận văn xuất nhập khẩu	topic-list-field	xuat-nhap-khau	economics	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học xuất nhập khẩu	topic-list-field	xuat-nhap-khau	economics	khoa-luan-tot-nghiep	topic-list
đề tài luận văn logistics	topic-list-field	logistics	operations	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học logistics	topic-list-field	logistics	operations	khoa-luan-tot-nghiep	topic-list
đề tài luận văn chuỗi cung ứng	topic-list-field	chuoi-cung-ung	operations	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học chuỗi cung ứng	topic-list-field	chuoi-cung-ung	operations	khoa-luan-tot-nghiep	topic-list
đề tài luận văn du lịch	topic-list-field	du-lich	services	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học du lịch	topic-list-field	du-lich	services	khoa-luan-tot-nghiep	topic-list
đề tài luận văn khách sạn	topic-list-field	khach-san	services	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học khách sạn	topic-list-field	khach-san	services	khoa-luan-tot-nghiep	topic-list
đề tài luận văn nhà hàng	topic-list-field	nha-hang	services	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học nhà hàng	topic-list-field	nha-hang	services	khoa-luan-tot-nghiep	topic-list
đề tài luận văn công nghệ thông tin	topic-list-field	cong-nghe-thong-tin	tech	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học công nghệ thông tin	topic-list-field	cong-nghe-thong-tin	tech	khoa-luan-tot-nghiep	topic-list
đề tài luận văn hệ thống thông tin quản lý	topic-list-field	he-thong-thong-tin-quan-ly	tech	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học hệ thống thông tin quản lý	topic-list-field	he-thong-thong-tin-quan-ly	tech	khoa-luan-tot-nghiep	topic-list
đề tài luận văn luật kinh tế	topic-list-field	luat-kinh-te	law	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học luật kinh tế	topic-list-field	luat-kinh-te	law	khoa-luan-tot-nghiep	topic-list
đề tài luận văn quản lý công	topic-list-field	quan-ly-cong	law	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học quản lý công	topic-list-field	quan-ly-cong	law	khoa-luan-tot-nghiep	topic-list
đề tài luận văn sư phạm	topic-list-field	su-pham	education	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học sư phạm	topic-list-field	su-pham	education	khoa-luan-tot-nghiep	topic-list
đề tài luận văn giáo dục mầm non	topic-list-field	giao-duc-mam-non	education	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học giáo dục mầm non	topic-list-field	giao-duc-mam-non	education	khoa-luan-tot-nghiep	topic-list
đề tài luận văn quản lý giáo dục	topic-list-field	quan-ly-giao-duc	education	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học quản lý giáo dục	topic-list-field	quan-ly-giao-duc	education	khoa-luan-tot-nghiep	topic-list
đề tài luận văn điều dưỡng	topic-list-field	dieu-duong	health	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học điều dưỡng	topic-list-field	dieu-duong	health	khoa-luan-tot-nghiep	topic-list
đề tài luận văn y tế công cộng	topic-list-field	y-te-cong-cong	health	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học y tế công cộng	topic-list-field	y-te-cong-cong	health	khoa-luan-tot-nghiep	topic-list
đề tài luận văn dược	topic-list-field	duoc	health	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học dược	topic-list-field	duoc	health	khoa-luan-tot-nghiep	topic-list
đề tài luận văn công tác xã hội	topic-list-field	cong-tac-xa-hoi	social	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học công tác xã hội	topic-list-field	cong-tac-xa-hoi	social	khoa-luan-tot-nghiep	topic-list
đề tài luận văn tâm lý học	topic-list-field	tam-ly-hoc	social	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học tâm lý học	topic-list-field	tam-ly-hoc	social	khoa-luan-tot-nghiep	topic-list
đề tài luận văn quan hệ công chúng	topic-list-field	quan-he-cong-chung	social	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học quan hệ công chúng	topic-list-field	quan-he-cong-chung	social	khoa-luan-tot-nghiep	topic-list
đề tài luận văn môi trường	topic-list-field	moi-truong	social	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học môi trường	topic-list-field	moi-truong	social	khoa-luan-tot-nghiep	topic-list
đề tài luận văn nông nghiệp	topic-list-field	nong-nghiep	social	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học nông nghiệp	topic-list-field	nong-nghiep	social	khoa-luan-tot-nghiep	topic-list
đề tài luận văn xây dựng	topic-list-field	xay-dung	social	khoa-luan-tot-nghiep	topic-list
đề tài nghiên cứu khoa học xây dựng	topic-list-field	xay-dung	social	khoa-luan-tot-nghiep	topic-list
ma trận xoay lộn xộn phải làm sao	troubleshoot	ma-tran-xoay-lon-xon	efa	spss	troubleshoot
lỗi ma trận xoay lộn xộn spss	troubleshoot	ma-tran-xoay-lon-xon	efa	spss	troubleshoot
ma trận xoay không hội tụ phải làm sao	troubleshoot	ma-tran-xoay-khong-hoi-tu	efa	spss	troubleshoot
lỗi ma trận xoay không hội tụ spss	troubleshoot	ma-tran-xoay-khong-hoi-tu	efa	spss	troubleshoot
biến bị loại khi xoay nhân tố phải làm sao	troubleshoot	bien-bi-loai-khi-xoay-nhan-to	efa	spss	troubleshoot
lỗi biến bị loại khi xoay nhân tố spss	troubleshoot	bien-bi-loai-khi-xoay-nhan-to	efa	spss	troubleshoot
biến tải lên hai nhân tố phải làm sao	troubleshoot	bien-tai-len-hai-nhan-to	efa	spss	troubleshoot
lỗi biến tải lên hai nhân tố spss	troubleshoot	bien-tai-len-hai-nhan-to	efa	spss	troubleshoot
kmo nhỏ hơn 0 5 phải làm sao	troubleshoot	kmo-nho-hon-0-5	efa	spss	troubleshoot
lỗi kmo nhỏ hơn 0 5 spss	troubleshoot	kmo-nho-hon-0-5	efa	spss	troubleshoot
kiểm định bartlett không có ý nghĩa phải làm sao	troubleshoot	kiem-dinh-bartlett-khong-co-y-nghia	efa	spss	troubleshoot
lỗi kiểm định bartlett không có ý nghĩa spss	troubleshoot	kiem-dinh-bartlett-khong-co-y-nghia	efa	spss	troubleshoot
phương sai trích dưới 50 phải làm sao	troubleshoot	phuong-sai-trich-duoi-50	efa	spss	troubleshoot
lỗi phương sai trích dưới 50 spss	troubleshoot	phuong-sai-trich-duoi-50	efa	spss	troubleshoot
hệ số tải nhân tố thấp phải làm sao	troubleshoot	he-so-tai-nhan-to-thap	efa	spss	troubleshoot
lỗi hệ số tải nhân tố thấp spss	troubleshoot	he-so-tai-nhan-to-thap	efa	spss	troubleshoot
efa ra một nhân tố phải làm sao	troubleshoot	efa-ra-mot-nhan-to	efa	spss	troubleshoot
lỗi efa ra một nhân tố spss	troubleshoot	efa-ra-mot-nhan-to	efa	spss	troubleshoot
cronbach alpha thấp phải làm sao	troubleshoot	cronbach-alpha-thap	reliability	spss	troubleshoot
lỗi cronbach alpha thấp spss	troubleshoot	cronbach-alpha-thap	reliability	spss	troubleshoot
cronbach alpha âm phải làm sao	troubleshoot	cronbach-alpha-am	reliability	spss	troubleshoot
lỗi cronbach alpha âm spss	troubleshoot	cronbach-alpha-am	reliability	spss	troubleshoot
cronbach alpha quá cao phải làm sao	troubleshoot	cronbach-alpha-qua-cao	reliability	spss	troubleshoot
lỗi cronbach alpha quá cao spss	troubleshoot	cronbach-alpha-qua-cao	reliability	spss	troubleshoot
item total correlation nhỏ hơn 0 3 phải làm sao	troubleshoot	item-total-correlation-nho-hon-0-3	reliability	spss	troubleshoot
lỗi item total correlation nhỏ hơn 0 3 spss	troubleshoot	item-total-correlation-nho-hon-0-3	reliability	spss	troubleshoot
thang đo không đạt độ tin cậy phải làm sao	troubleshoot	thang-do-khong-dat-do-tin-cay	reliability	spss	troubleshoot
lỗi thang đo không đạt độ tin cậy spss	troubleshoot	thang-do-khong-dat-do-tin-cay	reliability	spss	troubleshoot
vif cao phải làm sao	troubleshoot	vif-cao	regression	spss	troubleshoot
lỗi vif cao spss	troubleshoot	vif-cao	regression	spss	troubleshoot
r bình phương quá thấp phải làm sao	troubleshoot	r-binh-phuong-qua-thap	regression	spss	troubleshoot
lỗi r bình phương quá thấp spss	troubleshoot	r-binh-phuong-qua-thap	regression	spss	troubleshoot
hệ số hồi quy trái dấu phải làm sao	troubleshoot	he-so-hoi-quy-trai-dau	regression	spss	troubleshoot
lỗi hệ số hồi quy trái dấu spss	troubleshoot	he-so-hoi-quy-trai-dau	regression	spss	troubleshoot
sig lớn hơn 0 05 phải làm sao	troubleshoot	sig-lon-hon-0-05	regression	spss	troubleshoot
lỗi sig lớn hơn 0 05 spss	troubleshoot	sig-lon-hon-0-05	regression	spss	troubleshoot
giả thuyết bị bác bỏ phải làm sao	troubleshoot	gia-thuyet-bi-bac-bo	regression	spss	troubleshoot
lỗi giả thuyết bị bác bỏ spss	troubleshoot	gia-thuyet-bi-bac-bo	regression	spss	troubleshoot
phần dư không phân phối chuẩn phải làm sao	troubleshoot	phan-du-khong-phan-phoi-chuan	regression	spss	troubleshoot
lỗi phần dư không phân phối chuẩn spss	troubleshoot	phan-du-khong-phan-phoi-chuan	regression	spss	troubleshoot
phương sai sai số thay đổi phải làm sao	troubleshoot	phuong-sai-sai-so-thay-doi	regression	spss	troubleshoot
lỗi phương sai sai số thay đổi spss	troubleshoot	phuong-sai-sai-so-thay-doi	regression	spss	troubleshoot
sai số chuẩn quá lớn phải làm sao	troubleshoot	sai-so-chuan-qua-lon	regression	spss	troubleshoot
lỗi sai số chuẩn quá lớn spss	troubleshoot	sai-so-chuan-qua-lon	regression	spss	troubleshoot
dữ liệu không phân phối chuẩn phải làm sao	troubleshoot	du-lieu-khong-phan-phoi-chuan	data	spss	troubleshoot
lỗi dữ liệu không phân phối chuẩn spss	troubleshoot	du-lieu-khong-phan-phoi-chuan	data	spss	troubleshoot
mẫu quá nhỏ phải làm sao	troubleshoot	mau-qua-nho	data	spss	troubleshoot
lỗi mẫu quá nhỏ spss	troubleshoot	mau-qua-nho	data	spss	troubleshoot
dữ liệu bị thiếu nhiều phải làm sao	troubleshoot	du-lieu-bi-thieu-nhieu	data	spss	troubleshoot
lỗi dữ liệu bị thiếu nhiều spss	troubleshoot	du-lieu-bi-thieu-nhieu	data	spss	troubleshoot
nhiều outlier phải làm sao	troubleshoot	nhieu-outlier	data	spss	troubleshoot
lỗi nhiều outlier spss	troubleshoot	nhieu-outlier	data	spss	troubleshoot
trả lời cùng một đáp án phải làm sao	troubleshoot	tra-loi-cung-mot-dap-an	data	spss	troubleshoot
lỗi trả lời cùng một đáp án spss	troubleshoot	tra-loi-cung-mot-dap-an	data	spss	troubleshoot
mất dữ liệu khi recode phải làm sao	troubleshoot	mat-du-lieu-khi-recode	data	spss	troubleshoot
lỗi mất dữ liệu khi recode spss	troubleshoot	mat-du-lieu-khi-recode	data	spss	troubleshoot
biến định tính chạy hồi quy phải làm sao	troubleshoot	bien-dinh-tinh-chay-hoi-quy	data	spss	troubleshoot
lỗi biến định tính chạy hồi quy spss	troubleshoot	bien-dinh-tinh-chay-hoi-quy	data	spss	troubleshoot
ave nhỏ hơn 0 5 phải làm sao	troubleshoot	ave-nho-hon-0-5	pls	smartpls	troubleshoot
lỗi ave nhỏ hơn 0 5 spss	troubleshoot	ave-nho-hon-0-5	pls	smartpls	troubleshoot
htmt lớn hơn 0 9 phải làm sao	troubleshoot	htmt-lon-hon-0-9	pls	smartpls	troubleshoot
lỗi htmt lớn hơn 0 9 spss	troubleshoot	htmt-lon-hon-0-9	pls	smartpls	troubleshoot
giá trị phân biệt không đạt phải làm sao	troubleshoot	gia-tri-phan-biet-khong-dat	pls	smartpls	troubleshoot
lỗi giá trị phân biệt không đạt spss	troubleshoot	gia-tri-phan-biet-khong-dat	pls	smartpls	troubleshoot
outer loading thấp phải làm sao	troubleshoot	outer-loading-thap	pls	smartpls	troubleshoot
lỗi outer loading thấp spss	troubleshoot	outer-loading-thap	pls	smartpls	troubleshoot
mô hình không hội tụ phải làm sao	troubleshoot	mo-hinh-khong-hoi-tu	pls	smartpls	troubleshoot
lỗi mô hình không hội tụ spss	troubleshoot	mo-hinh-khong-hoi-tu	pls	smartpls	troubleshoot
bootstrapping bị lỗi phải làm sao	troubleshoot	bootstrapping-bi-loi	pls	smartpls	troubleshoot
lỗi bootstrapping bị lỗi spss	troubleshoot	bootstrapping-bi-loi	pls	smartpls	troubleshoot
không mở được file sav phải làm sao	troubleshoot	khong-mo-duoc-file-sav	software	spss	troubleshoot
lỗi không mở được file sav spss	troubleshoot	khong-mo-duoc-file-sav	software	spss	troubleshoot
lỗi nhập dữ liệu từ excel spss	troubleshoot	loi-nhap-du-lieu-tu-excel	software	spss	troubleshoot
lỗi nhập dữ liệu từ excel phải làm sao	troubleshoot	loi-nhap-du-lieu-tu-excel	software	spss	troubleshoot
spss bị treo khi chạy phải làm sao	troubleshoot	spss-bi-treo-khi-chay	software	spss	troubleshoot
lỗi spss bị treo khi chạy spss	troubleshoot	spss-bi-treo-khi-chay	software	spss	troubleshoot
spss hết hạn dùng thử phải làm sao	troubleshoot	spss-het-han-dung-thu	software	spss	troubleshoot
lỗi spss hết hạn dùng thử spss	troubleshoot	spss-het-han-dung-thu	software	spss	troubleshoot
kết quả khác với bài báo gốc phải làm sao	troubleshoot	ket-qua-khac-voi-bai-bao-goc	defence	nghien-cuu-khoa-hoc	troubleshoot
lỗi kết quả khác với bài báo gốc spss	troubleshoot	ket-qua-khac-voi-bai-bao-goc	defence	nghien-cuu-khoa-hoc	troubleshoot
hội đồng hỏi về cỡ mẫu phải làm sao	troubleshoot	hoi-dong-hoi-ve-co-mau	defence	nghien-cuu-khoa-hoc	troubleshoot
lỗi hội đồng hỏi về cỡ mẫu spss	troubleshoot	hoi-dong-hoi-ve-co-mau	defence	nghien-cuu-khoa-hoc	troubleshoot
bị nghi ngờ số liệu không thật phải làm sao	troubleshoot	bi-nghi-ngo-so-lieu-khong-that	defence	nghien-cuu-khoa-hoc	troubleshoot
lỗi bị nghi ngờ số liệu không thật spss	troubleshoot	bi-nghi-ngo-so-lieu-khong-that	defence	nghien-cuu-khoa-hoc	troubleshoot
